Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Unnamed_Column_11
827072,386,Ozone (O3),Mean,ppb,UHF34,208,Canarsie - Flatlands,Summer 2022,06/01/2022,36.1
375,Nitrogen dioxide (NO2),Mean,ppb,CD,407,Flushing and Whitestone (CD7),Winter 2021-22,12/01/2021,20.9,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,404,Elmhurst and Corona (CD4),Annual Average 2022,01/01/2022,6.1,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,102,Northeast Bronx,Annual Average 2022,01/01/2022,6,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,405,Ridgewood - Forest Hills,Summer 2020,06/01/2020,10.5,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),Summer 2022,06/01/2022,8,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,211,Morris Park and Bronxdale (CD11),Summer 2020,06/01/2020,12.9,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502,Northern SI,Summer 2022,06/01/2022,8.9,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Winter 2021-22,12/01/2021,22.3,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),Summer 2021,06/01/2021,10.9,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,204,Highbridge and Concourse (CD4),Winter 2020-21,12/01/2020,6.6,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,108,Upper East Side (CD8),Summer 2020,06/01/2020,16.4,
386,Ozone (O3),Mean,ppb,UHF34,301,Washington Heights,Summer 2021,06/01/2021,27.9,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,206,Borough Park,Annual Average 2021,01/01/2021,6.4,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,501,Port Richmond,Summer 2020,06/01/2020,9.8,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,501502,Northern SI,Summer 2022,06/01/2022,6,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Winter 2021-22,12/01/2021,22.8,
375,Nitrogen dioxide (NO2),Mean,ppb,Borough,2,Brooklyn,Summer 2022,06/01/2022,10.7,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,101,Kingsbridge - Riverdale,Annual Average 2021,01/01/2021,6.6,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,104,Clinton and Chelsea (CD4),Summer 2022,06/01/2022,17.8,
386,Ozone (O3),Mean,ppb,UHF42,208,Canarsie - Flatlands,Summer 2022,06/01/2022,36.1,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,501,Port Richmond,Annual Average 2021,01/01/2021,15.7,
825912,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Summer 2022,06/01/2022,12.7
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407,Southwest Queens,Summer 2020,06/01/2020,9.5,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,502,South Beach and Willowbrook (CD2),Winter 2021-22,12/01/2021,6.1,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,409,Southeast Queens,Summer 2022,06/01/2022,6.1,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Winter 2020-21,12/01/2020,20,
386,Ozone (O3),Mean,ppb,UHF42,309,Union Square - Lower East Side,Summer 2020,06/01/2020,28.9,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202,Downtown - Heights - Slope,Summer 2020,06/01/2020,13,
386,Ozone (O3),Mean,ppb,CD,105,Midtown (CD5),Summer 2022,06/01/2022,27.7,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),Summer 2022,06/01/2022,10.5,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Annual Average 2021,01/01/2021,18.3,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103,Fordham - Bronx Pk,Annual Average 2021,01/01/2021,6.6,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,309,South Crown Heights and Lefferts Gardens (CD9),Winter 2020-21,12/01/2020,6.7,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Annual Average 2020,01/01/2020,15.5,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,210,Throgs Neck and Co-op City (CD10),Summer 2022,06/01/2022,6.9,
386,Ozone (O3),Mean,ppb,Borough,4,Queens,Summer 2021,06/01/2021,30.9,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,309,South Crown Heights and Lefferts Gardens (CD9),Summer 2022,06/01/2022,10.6,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102,Northeast Bronx,Summer 2021,06/01/2021,12.4,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,313,Coney Island (CD13),Summer 2022,06/01/2022,5.8,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Summer 2021,06/01/2021,11.1,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,211,Morris Park and Bronxdale (CD11),Annual Average 2022,01/01/2022,6.1,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,201,Greenpoint,Winter 2021-22,12/01/2021,7.4,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Annual Average 2022,01/01/2022,15.9,
827061,386,Ozone (O3),Mean,ppb,UHF34,405,Ridgewood - Forest Hills,Summer 2022,06/01/2022,34.2
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,315,Sheepshead Bay (CD15),Summer 2020,06/01/2020,6.5,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202,Hunts Point and Longwood (CD2),Annual Average 2022,01/01/2022,6.5,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407,Southwest Queens,Summer 2022,06/01/2022,9.7,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,314,Flatbush and Midwood (CD14),Summer 2021,06/01/2021,8.3,
386,Ozone (O3),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Summer 2022,06/01/2022,33.6,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,404,Elmhurst and Corona (CD4),Summer 2022,06/01/2022,6.8,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,Winter 2021-22,12/01/2021,21.3,
386,Ozone (O3),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Summer 2021,06/01/2021,30.4,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,111,East Harlem (CD11),Winter 2020-21,12/01/2020,22,
386,Ozone (O3),Mean,ppb,CD,207,Kingsbridge Heights and Bedford (CD7),Summer 2020,06/01/2020,29.8,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,309310,Union Square-Lower Manhattan,Winter 2020-21,12/01/2020,24.6,
386,Ozone (O3),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Summer 2021,06/01/2021,26.9,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,211,Morris Park and Bronxdale (CD11),Annual Average 2021,01/01/2021,16.3,
386,Ozone (O3),Mean,ppb,CD,501,St. George and Stapleton (CD1),Summer 2021,06/01/2021,28.6,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208,Canarsie - Flatlands,Annual Average 2022,01/01/2022,5.4,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,105,Midtown (CD5),Annual Average 2022,01/01/2022,9.1,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,Winter 2021-22,12/01/2021,20.9,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Annual Average 2021,01/01/2021,15.8,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,111,East Harlem (CD11),Summer 2022,06/01/2022,13,
375,Nitrogen dioxide (NO2),Mean,ppb,Borough,4,Queens,Summer 2022,06/01/2022,10.6,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,Rockaways,Winter 2021-22,12/01/2021,6,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,309,South Crown Heights and Lefferts Gardens (CD9),Summer 2021,06/01/2021,8.4,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404,Bayside - Little Neck,Annual Average 2021,01/01/2021,13.9,
827145,386,Ozone (O3),Mean,ppb,Borough,4,Queens,Summer 2022,06/01/2022,34.5
375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Summer 2021,06/01/2021,10.4,
386,Ozone (O3),Mean,ppb,UHF42,206,Borough Park,Summer 2020,06/01/2020,29.4,
827054,386,Ozone (O3),Mean,ppb,UHF34,309310,Union Square-Lower Manhattan,Summer 2022,06/01/2022,30.9
375,Nitrogen dioxide (NO2),Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),Summer 2022,06/01/2022,14.1,
386,Ozone (O3),Mean,ppb,UHF34,210,Coney Island - Sheepshead Bay,Summer 2022,06/01/2022,37.1,
386,Ozone (O3),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2021,06/01/2021,32.4,
375,Nitrogen dioxide (NO2),Mean,ppb,Borough,3,Manhattan,Winter 2021-22,12/01/2021,23.4,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,409,Southeast Queens,Annual Average 2022,01/01/2022,14.1,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,103,Lower East Side and Chinatown (CD3),Summer 2020,06/01/2020,7.9,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Summer 2021,06/01/2021,11.9,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,402,West Queens,Annual Average 2022,01/01/2022,6.2,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211,Williamsburg - Bushwick,Summer 2021,06/01/2021,9.2,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,Summer 2021,06/01/2021,11.7,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,201,Mott Haven and Melrose (CD1),Summer 2022,06/01/2022,14,
386,Ozone (O3),Mean,ppb,UHF42,204,East New York,Summer 2020,06/01/2020,29.5,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),Annual Average 2022,01/01/2022,15.3,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,405,Ridgewood - Forest Hills,Winter 2020-21,12/01/2020,21.5,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410,South Ozone Park and Howard Beach (CD10),Annual Average 2021,01/01/2021,6.2,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,105,Midtown (CD5),Winter 2020-21,12/01/2020,9.1,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,305,East New York and Starrett City (CD5),Summer 2020,06/01/2020,6.9,
825924,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,207,East Flatbush - Flatbush,Summer 2022,06/01/2022,10.2
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,401,Long Island City - Astoria,Winter 2020-21,12/01/2020,7.4,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,304,Upper West Side,Winter 2020-21,12/01/2020,6.8,
386,Ozone (O3),Mean,ppb,UHF34,306308,Chelsea-Village,Summer 2022,06/01/2022,29.3,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,Sunset Park,Annual Average 2021,01/01/2021,18,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,203,Bedford Stuyvesant - Crown Heights,Annual Average 2021,01/01/2021,6.6,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,302,Fort Greene and Brooklyn Heights (CD2),Summer 2022,06/01/2022,7,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Summer 2020,06/01/2020,8.9,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,307,Sunset Park (CD7),Summer 2022,06/01/2022,12.6,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,203,Morrisania and Crotona (CD3),Summer 2020,06/01/2020,7.3,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,107,Upper West Side (CD7),Winter 2020-21,12/01/2020,22.8,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,302,Central Harlem - Morningside Heights,Annual Average 2022,01/01/2022,6.2,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,409,Southeast Queens,Winter 2021-22,12/01/2021,6.4,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Winter 2021-22,12/01/2021,19.1,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,108,Upper East Side (CD8),Winter 2020-21,12/01/2020,7.1,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,504,South Beach - Tottenville,Summer 2020,06/01/2020,6.5,
386,Ozone (O3),Mean,ppb,UHF42,501,Port Richmond,Summer 2022,06/01/2022,34.2,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,201,Greenpoint,Summer 2022,06/01/2022,14.1,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,312,Borough Park (CD12),Winter 2020-21,12/01/2020,6.7,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,501502,Northern SI,Winter 2021-22,12/01/2021,6.4,
386,Ozone (O3),Mean,ppb,UHF34,501502,Northern SI,Summer 2021,06/01/2021,28.9,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,105,Crotona -Tremont,Summer 2021,06/01/2021,13.8,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,404406,Bayside Little Neck-Fresh Meadows,Annual Average 2021,01/01/2021,6.3,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,110,Central Harlem (CD10),Summer 2022,06/01/2022,7.1,
386,Ozone (O3),Mean,ppb,UHF42,401,Long Island City - Astoria,Summer 2020,06/01/2020,31,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,306308,Chelsea-Village,Summer 2021,06/01/2021,10.4,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,306308,Chelsea-Village,Annual Average 2022,01/01/2022,8.3,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,408,Jamaica,Summer 2020,06/01/2020,6.7,
375,Nitrogen dioxide (NO2),Mean,ppb,Borough,1,Bronx,Winter 2021-22,12/01/2021,21.8,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,401,Long Island City - Astoria,Annual Average 2022,01/01/2022,6.4,
386,Ozone (O3),Mean,ppb,CD,205,Fordham and University Heights (CD5),Summer 2021,06/01/2021,28.9,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Annual Average 2021,01/01/2021,18.8,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308,Greenwich Village - SoHo,Winter 2020-21,12/01/2020,8.4,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,503,Willowbrook,Summer 2020,06/01/2020,6.6,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201,Greenpoint,Summer 2022,06/01/2022,7.2,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107,South Bronx,Summer 2021,06/01/2021,14.5,
375,Nitrogen dioxide (NO2),Mean,ppb,Citywide,1,New York City,Annual Average 2021,01/01/2021,15.7,
825906,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Summer 2022,06/01/2022,13.2
375,Nitrogen dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Summer 2022,06/01/2022,8.2,
826345,375,Nitrogen dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),Summer 2022,06/01/2022,10.5
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,108,Upper East Side (CD8),Summer 2022,06/01/2022,7.1,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Annual Average 2022,01/01/2022,14.5,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502,Northern SI,Winter 2020-21,12/01/2020,20.3,
825891,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,Summer 2022,06/01/2022,11
386,Ozone (O3),Mean,ppb,CD,305,East New York and Starrett City (CD5),Summer 2021,06/01/2021,31.3,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,302,Central Harlem - Morningside Heights,Summer 2022,06/01/2022,7.1,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,409,Southeast Queens,Summer 2021,06/01/2021,9.9,
386,Ozone (O3),Mean,ppb,CD,209,Parkchester and Soundview (CD9),Summer 2021,06/01/2021,29.7,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,301,Washington Heights,Winter 2020-21,12/01/2020,6.8,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Winter 2020-21,12/01/2020,22.3,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306,Chelsea - Clinton,Summer 2020,06/01/2020,8.7,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,406,Fresh Meadows,Summer 2020,06/01/2020,6.7,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Winter 2021-22,12/01/2021,15.7,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,305,East New York and Starrett City (CD5),Winter 2020-21,12/01/2020,6.8,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Summer 2020,06/01/2020,12.1,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Summer 2020,06/01/2020,13,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307,Gramercy Park - Murray Hill,Annual Average 2021,01/01/2021,8.2,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,203,Bedford Stuyvesant - Crown Heights,Annual Average 2022,01/01/2022,5.9,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,103,Lower East Side and Chinatown (CD3),Summer 2022,06/01/2022,7.4,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,402,West Queens,Summer 2021,06/01/2021,9,
825873,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Summer 2022,06/01/2022,17.3
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104,Pelham - Throgs Neck,Winter 2021-22,12/01/2021,7.2,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204,East New York,Winter 2020-21,12/01/2020,6.8,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,504,South Beach - Tottenville,Winter 2020-21,12/01/2020,6.5,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407,Southwest Queens,Summer 2021,06/01/2021,9.8,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,304,Upper West Side,Summer 2021,06/01/2021,8.7,
386,Ozone (O3),Mean,ppb,CD,309,South Crown Heights and Lefferts Gardens (CD9),Summer 2022,06/01/2022,34.4,
386,Ozone (O3),Mean,ppb,UHF42,102,Northeast Bronx,Summer 2020,06/01/2020,30.9,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,502,South Beach and Willowbrook (CD2),Annual Average 2022,01/01/2022,5.2,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211,Williamsburg - Bushwick,Annual Average 2021,01/01/2021,7.2,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,206,Borough Park,Summer 2022,06/01/2022,6.2,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502,Northern SI,Summer 2021,06/01/2021,10.4,
386,Ozone (O3),Mean,ppb,UHF42,408,Jamaica,Summer 2020,06/01/2020,29.5,
386,Ozone (O3),Mean,ppb,UHF42,501,Port Richmond,Summer 2020,06/01/2020,27,
365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,3,Manhattan,Winter 2020-21,12/01/2020,7.5,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,303,Bedford Stuyvesant (CD3),Summer 2022,06/01/2022,6.7,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,Winter 2020-21,12/01/2020,19.3,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,317,East Flatbush (CD17),Winter 2020-21,12/01/2020,6.7,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,101,Kingsbridge - Riverdale,Annual Average 2022,01/01/2022,6,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404,Bayside - Little Neck,Winter 2020-21,12/01/2020,18.6,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2020,01/01/2020,10.5,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,410,Rockaways,Annual Average 2021,01/01/2021,5.9,
386,Ozone (O3),Mean,ppb,UHF42,202,Downtown - Heights - Slope,Summer 2021,06/01/2021,28.7,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Annual Average 2021,01/01/2021,11.4,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,307,Sunset Park (CD7),Summer 2021,06/01/2021,13.7,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,306308,Chelsea-Village,Winter 2020-21,12/01/2020,26.3,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,403,Jackson Heights (CD3),Summer 2020,06/01/2020,11.9,
386,Ozone (O3),Mean,ppb,CD,111,East Harlem (CD11),Summer 2021,06/01/2021,28.3,
386,Ozone (O3),Mean,ppb,CD,206,Belmont and East Tremont (CD6),Summer 2022,06/01/2022,31.9,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,306308,Chelsea-Village,Winter 2021-22,12/01/2021,26.1,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Winter 2020-21,12/01/2020,21.9,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,202,Downtown - Heights - Slope,Winter 2020-21,12/01/2020,7.3,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Winter 2020-21,12/01/2020,24.1,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,106,Stuyvesant Town and Turtle Bay (CD6),Summer 2020,06/01/2020,8.1,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,208,Canarsie - Flatlands,Winter 2021-22,12/01/2021,19.2,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,401,Long Island City and Astoria (CD1),Summer 2020,06/01/2020,7.4,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,302,Central Harlem - Morningside Heights,Summer 2022,06/01/2022,7.1,
365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,5,Staten Island,Annual Average 2022,01/01/2022,5.2,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,202,Downtown - Heights - Slope,Winter 2021-22,12/01/2021,7.4,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Winter 2021-22,12/01/2021,19.8,
386,Ozone (O3),Mean,ppb,UHF34,208,Canarsie - Flatlands,Summer 2022,06/01/2022,36.1,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,204,Highbridge and Concourse (CD4),Annual Average 2021,01/01/2021,6.7,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Summer 2022,06/01/2022,10.3,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,209,Parkchester and Soundview (CD9),Annual Average 2021,01/01/2021,6.7,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,503,Willowbrook,Annual Average 2022,01/01/2022,5.2,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,Annual Average 2021,01/01/2021,16,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,309,South Crown Heights and Lefferts Gardens (CD9),Annual Average 2020,01/01/2020,6.1,
827073,386,Ozone (O3),Mean,ppb,UHF34,207,East Flatbush - Flatbush,Summer 2022,06/01/2022,34.9
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,105106107,South Bronx,Annual Average 2022,01/01/2022,6.2,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,203,Morrisania and Crotona (CD3),Annual Average 2021,01/01/2021,6.7,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,Summer 2021,06/01/2021,10.8,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Summer 2020,06/01/2020,9.1,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,210,Coney Island - Sheepshead Bay,Annual Average 2022,01/01/2022,13.1,
386,Ozone (O3),Mean,ppb,UHF42,504,South Beach - Tottenville,Summer 2020,06/01/2020,29.6,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104,Pelham - Throgs Neck,Annual Average 2022,01/01/2022,6.1,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,402,West Queens,Summer 2020,06/01/2020,12.9,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,205,Fordham and University Heights (CD5),Annual Average 2020,01/01/2020,19.2,
827059,386,Ozone (O3),Mean,ppb,UHF34,408,Jamaica,Summer 2022,06/01/2022,34.4
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2022,06/01/2022,6.2,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),Summer 2021,06/01/2021,5.1,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,205,Sunset Park,Summer 2022,06/01/2022,12.5,
825721,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Summer 2022,06/01/2022,16.6
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2022,01/01/2022,5,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,402,West Queens,Summer 2021,06/01/2021,14.7,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Summer 2020,06/01/2020,12.1,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,211,Morris Park and Bronxdale (CD11),Summer 2022,06/01/2022,11.5,
386,Ozone (O3),Mean,ppb,CD,314,Flatbush and Midwood (CD14),Summer 2022,06/01/2022,34.9,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2021,06/01/2021,7.9,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Summer 2020,06/01/2020,11.3,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2020,06/01/2020,10.3,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,402,West Queens,Annual Average 2020,01/01/2020,6.6,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,408,Jamaica,Winter 2021-22,12/01/2021,6.6,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,403,Flushing - Clearview,Annual Average 2021,01/01/2021,6.5,
365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,3,Manhattan,Annual Average 2021,01/01/2021,7.4,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211,Williamsburg - Bushwick,Summer 2022,06/01/2022,7,
